file_name,n_neurons,experiment_name,time_windows,frequency,date,subject,region,species,experiment_type,investigator
MM_20220916.pickle,1153,bars4_2022-09-16_15-31-32_0,"[[3057.9498036392724, 3062.9498036392724], [3063.3489115976804, 3068.3489115976804], [3068.716018916217, 3073.716018916217], [3074.19911904, 3079.19911904], [3080.2822168766247, 3085.2822168766247], [3085.7993473705255, 3090.7993473705255], [3091.1824454442444, 3096.1824454442444], [3096.466540491902, 3101.466540491902], [3101.703645226667, 3106.703645226667], [3107.149754129174, 3112.149754129174], [3112.6658644271147, 3117.6658644271147], [3118.615983403319, 3123.615983403319], [3124.0500920666664, 3129.0500920666664], [3129.9152093581283, 3134.9152093581283], [3136.2163353529295, 3141.2163353529295], [3142.1494539892024, 3147.1494539892024], [3147.8155339732057, 3152.8155339732057], [3154.0996596280743, 3159.0996596280743], [3159.749785696194, 3164.749785696194], [3165.0328966073453, 3170.0328966073453], [3170.8499945733333, 3175.8499945733333], [3176.516107878424, 3181.516107878424], [3182.950268533333, 3187.950268533333], [3189.0333581683667, 3194.0333581683667], [3195.4674689999997, 3200.4674689999997], [3201.7875798840228, 3206.7875798840228], [3207.8337007798436, 3212.8337007798436], [3213.1838077584484, 3218.1838077584484], [3219.366931393721, 3224.366931393721], [3225.117046370726, 3230.117046370726], [3230.8331808904886, 3235.8331808904886], [3236.9673166566686, 3241.9673166566686], [3242.933402639472, 3247.933402639472], [3248.8675212957405, 3253.8675212957405], [3254.200627934413, 3259.200627934413], [3260.000743911218, 3265.000743911218], [3265.2508326, 3270.2508326], [3271.0679536359394, 3276.0679536359394], [3277.0840855228957, 3282.0840855228957], [3283.2001770912484, 3288.2001770912484], [3288.567310093333, 3293.567310093333], [3294.9504094581084, 3299.9504094581084], [3301.383538092382, 3306.383538092382], [3307.7336650669868, 3312.7336650669868], [3312.98376893288, 3317.98376893288], [3318.533852502833, 3323.533852502833], [3323.7499853429313, 3328.7499853429313], [3329.5341009997996, 3334.5341009997996], [3334.9001944266665, 3339.9001944266665], [3340.3012829834033, 3345.3012829834033], [3346.3034029994, 3351.3034029994], [3351.8175132573488, 3356.8175132573488], [3357.9176352333334, 3362.9176352333334], [3363.73375154969, 3368.73375154969], [3369.3338635272944, 3374.3338635272944], [3374.6339574485105, 3379.6339574485105], [3380.619074465107, 3385.619074465107], [3386.4011809866665, 3391.4011809866665], [3392.734298120376, 3397.734298120376], [3397.9674027594483, 3402.9674027594483], [3404.017515826667, 3409.017515826667], [3409.666603379324, 3414.666603379324], [3415.3007160367924, 3420.3007160367924], [3420.533838678931, 3425.533838678931], [3426.600950216623, 3431.600950216623], [3432.8170663066667, 3437.8170663066667], [3438.150172945411, 3443.150172945411], [3444.5022999600083, 3449.5022999600083], [3450.5174202359526, 3455.5174202359526], [3455.8175262266664, 3460.8175262266664], [3461.7176442111577, 3466.7176442111577], [3467.5846785066665, 3472.5846785066665], [3472.901867846431, 3477.901867846431], [3478.6369772400003, 3483.6369772400003], [3485.018076804639, 3490.018076804639], [3490.4351851229753, 3495.4351851229753], [3496.1022984403116, 3501.1022984403116], [3502.23539184, 3507.23539184], [3507.817499380124, 3512.817499380124], [3513.868653709258, 3518.868653709258]]",0.2253832,['20220916'],B32♀,wulst,zebra finch,positive control,DJP
MM_20220916.pickle,1153,bars4_2022-09-16_15-31-32_135,"[[3057.9498036392724, 3062.9498036392724], [3063.3489115976804, 3068.3489115976804], [3068.716018916217, 3073.716018916217], [3074.19911904, 3079.19911904], [3080.2822168766247, 3085.2822168766247], [3085.7993473705255, 3090.7993473705255], [3091.1824454442444, 3096.1824454442444], [3096.466540491902, 3101.466540491902], [3101.703645226667, 3106.703645226667], [3107.149754129174, 3112.149754129174], [3112.6658644271147, 3117.6658644271147], [3118.615983403319, 3123.615983403319], [3124.0500920666664, 3129.0500920666664], [3129.9152093581283, 3134.9152093581283], [3136.2163353529295, 3141.2163353529295], [3142.1494539892024, 3147.1494539892024], [3147.8155339732057, 3152.8155339732057], [3154.0996596280743, 3159.0996596280743], [3159.749785696194, 3164.749785696194], [3165.0328966073453, 3170.0328966073453], [3170.8499945733333, 3175.8499945733333], [3176.516107878424, 3181.516107878424], [3182.950268533333, 3187.950268533333], [3189.0333581683667, 3194.0333581683667], [3195.4674689999997, 3200.4674689999997], [3201.7875798840228, 3206.7875798840228], [3207.8337007798436, 3212.8337007798436], [3213.1838077584484, 3218.1838077584484], [3219.366931393721, 3224.366931393721], [3225.117046370726, 3230.117046370726], [3230.8331808904886, 3235.8331808904886], [3236.9673166566686, 3241.9673166566686], [3242.933402639472, 3247.933402639472], [3248.8675212957405, 3253.8675212957405], [3254.200627934413, 3259.200627934413], [3260.000743911218, 3265.000743911218], [3265.2508326, 3270.2508326], [3271.0679536359394, 3276.0679536359394], [3277.0840855228957, 3282.0840855228957], [3283.2001770912484, 3288.2001770912484], [3288.567310093333, 3293.567310093333], [3294.9504094581084, 3299.9504094581084], [3301.383538092382, 3306.383538092382], [3307.7336650669868, 3312.7336650669868], [3312.98376893288, 3317.98376893288], [3318.533852502833, 3323.533852502833], [3323.7499853429313, 3328.7499853429313], [3329.5341009997996, 3334.5341009997996], [3334.9001944266665, 3339.9001944266665], [3340.3012829834033, 3345.3012829834033], [3346.3034029994, 3351.3034029994], [3351.8175132573488, 3356.8175132573488], [3357.9176352333334, 3362.9176352333334], [3363.73375154969, 3368.73375154969], [3369.3338635272944, 3374.3338635272944], [3374.6339574485105, 3379.6339574485105], [3380.619074465107, 3385.619074465107], [3386.4011809866665, 3391.4011809866665], [3392.734298120376, 3397.734298120376], [3397.9674027594483, 3402.9674027594483], [3404.017515826667, 3409.017515826667], [3409.666603379324, 3414.666603379324], [3415.3007160367924, 3420.3007160367924], [3420.533838678931, 3425.533838678931], [3426.600950216623, 3431.600950216623], [3432.8170663066667, 3437.8170663066667], [3438.150172945411, 3443.150172945411], [3444.5022999600083, 3449.5022999600083], [3450.5174202359526, 3455.5174202359526], [3455.8175262266664, 3460.8175262266664], [3461.7176442111577, 3466.7176442111577], [3467.5846785066665, 3472.5846785066665], [3472.901867846431, 3477.901867846431], [3478.6369772400003, 3483.6369772400003], [3485.018076804639, 3490.018076804639], [3490.4351851229753, 3495.4351851229753], [3496.1022984403116, 3501.1022984403116], [3502.23539184, 3507.23539184], [3507.817499380124, 3512.817499380124], [3513.868653709258, 3518.868653709258]]",0.225393206,['20220916'],B32♀,wulst,zebra finch,positive control,DJP
MM_20220916.pickle,1153,bars4_2022-09-16_15-31-32_180,"[[3057.9498036392724, 3062.9498036392724], [3063.3489115976804, 3068.3489115976804], [3068.716018916217, 3073.716018916217], [3074.19911904, 3079.19911904], [3080.2822168766247, 3085.2822168766247], [3085.7993473705255, 3090.7993473705255], [3091.1824454442444, 3096.1824454442444], [3096.466540491902, 3101.466540491902], [3101.703645226667, 3106.703645226667], [3107.149754129174, 3112.149754129174], [3112.6658644271147, 3117.6658644271147], [3118.615983403319, 3123.615983403319], [3124.0500920666664, 3129.0500920666664], [3129.9152093581283, 3134.9152093581283], [3136.2163353529295, 3141.2163353529295], [3142.1494539892024, 3147.1494539892024], [3147.8155339732057, 3152.8155339732057], [3154.0996596280743, 3159.0996596280743], [3159.749785696194, 3164.749785696194], [3165.0328966073453, 3170.0328966073453], [3170.8499945733333, 3175.8499945733333], [3176.516107878424, 3181.516107878424], [3182.950268533333, 3187.950268533333], [3189.0333581683667, 3194.0333581683667], [3195.4674689999997, 3200.4674689999997], [3201.7875798840228, 3206.7875798840228], [3207.8337007798436, 3212.8337007798436], [3213.1838077584484, 3218.1838077584484], [3219.366931393721, 3224.366931393721], [3225.117046370726, 3230.117046370726], [3230.8331808904886, 3235.8331808904886], [3236.9673166566686, 3241.9673166566686], [3242.933402639472, 3247.933402639472], [3248.8675212957405, 3253.8675212957405], [3254.200627934413, 3259.200627934413], [3260.000743911218, 3265.000743911218], [3265.2508326, 3270.2508326], [3271.0679536359394, 3276.0679536359394], [3277.0840855228957, 3282.0840855228957], [3283.2001770912484, 3288.2001770912484], [3288.567310093333, 3293.567310093333], [3294.9504094581084, 3299.9504094581084], [3301.383538092382, 3306.383538092382], [3307.7336650669868, 3312.7336650669868], [3312.98376893288, 3317.98376893288], [3318.533852502833, 3323.533852502833], [3323.7499853429313, 3328.7499853429313], [3329.5341009997996, 3334.5341009997996], [3334.9001944266665, 3339.9001944266665], [3340.3012829834033, 3345.3012829834033], [3346.3034029994, 3351.3034029994], [3351.8175132573488, 3356.8175132573488], [3357.9176352333334, 3362.9176352333334], [3363.73375154969, 3368.73375154969], [3369.3338635272944, 3374.3338635272944], [3374.6339574485105, 3379.6339574485105], [3380.619074465107, 3385.619074465107], [3386.4011809866665, 3391.4011809866665], [3392.734298120376, 3397.734298120376], [3397.9674027594483, 3402.9674027594483], [3404.017515826667, 3409.017515826667], [3409.666603379324, 3414.666603379324], [3415.3007160367924, 3420.3007160367924], [3420.533838678931, 3425.533838678931], [3426.600950216623, 3431.600950216623], [3432.8170663066667, 3437.8170663066667], [3438.150172945411, 3443.150172945411], [3444.5022999600083, 3449.5022999600083], [3450.5174202359526, 3455.5174202359526], [3455.8175262266664, 3460.8175262266664], [3461.7176442111577, 3466.7176442111577], [3467.5846785066665, 3472.5846785066665], [3472.901867846431, 3477.901867846431], [3478.6369772400003, 3483.6369772400003], [3485.018076804639, 3490.018076804639], [3490.4351851229753, 3495.4351851229753], [3496.1022984403116, 3501.1022984403116], [3502.23539184, 3507.23539184], [3507.817499380124, 3512.817499380124], [3513.868653709258, 3518.868653709258]]",0.225322621,['20220916'],B32♀,wulst,zebra finch,positive control,DJP
MM_20220916.pickle,1153,bars4_2022-09-16_15-31-32_270,"[[3057.9498036392724, 3062.9498036392724], [3063.3489115976804, 3068.3489115976804], [3068.716018916217, 3073.716018916217], [3074.19911904, 3079.19911904], [3080.2822168766247, 3085.2822168766247], [3085.7993473705255, 3090.7993473705255], [3091.1824454442444, 3096.1824454442444], [3096.466540491902, 3101.466540491902], [3101.703645226667, 3106.703645226667], [3107.149754129174, 3112.149754129174], [3112.6658644271147, 3117.6658644271147], [3118.615983403319, 3123.615983403319], [3124.0500920666664, 3129.0500920666664], [3129.9152093581283, 3134.9152093581283], [3136.2163353529295, 3141.2163353529295], [3142.1494539892024, 3147.1494539892024], [3147.8155339732057, 3152.8155339732057], [3154.0996596280743, 3159.0996596280743], [3159.749785696194, 3164.749785696194], [3165.0328966073453, 3170.0328966073453], [3170.8499945733333, 3175.8499945733333], [3176.516107878424, 3181.516107878424], [3182.950268533333, 3187.950268533333], [3189.0333581683667, 3194.0333581683667], [3195.4674689999997, 3200.4674689999997], [3201.7875798840228, 3206.7875798840228], [3207.8337007798436, 3212.8337007798436], [3213.1838077584484, 3218.1838077584484], [3219.366931393721, 3224.366931393721], [3225.117046370726, 3230.117046370726], [3230.8331808904886, 3235.8331808904886], [3236.9673166566686, 3241.9673166566686], [3242.933402639472, 3247.933402639472], [3248.8675212957405, 3253.8675212957405], [3254.200627934413, 3259.200627934413], [3260.000743911218, 3265.000743911218], [3265.2508326, 3270.2508326], [3271.0679536359394, 3276.0679536359394], [3277.0840855228957, 3282.0840855228957], [3283.2001770912484, 3288.2001770912484], [3288.567310093333, 3293.567310093333], [3294.9504094581084, 3299.9504094581084], [3301.383538092382, 3306.383538092382], [3307.7336650669868, 3312.7336650669868], [3312.98376893288, 3317.98376893288], [3318.533852502833, 3323.533852502833], [3323.7499853429313, 3328.7499853429313], [3329.5341009997996, 3334.5341009997996], [3334.9001944266665, 3339.9001944266665], [3340.3012829834033, 3345.3012829834033], [3346.3034029994, 3351.3034029994], [3351.8175132573488, 3356.8175132573488], [3357.9176352333334, 3362.9176352333334], [3363.73375154969, 3368.73375154969], [3369.3338635272944, 3374.3338635272944], [3374.6339574485105, 3379.6339574485105], [3380.619074465107, 3385.619074465107], [3386.4011809866665, 3391.4011809866665], [3392.734298120376, 3397.734298120376], [3397.9674027594483, 3402.9674027594483], [3404.017515826667, 3409.017515826667], [3409.666603379324, 3414.666603379324], [3415.3007160367924, 3420.3007160367924], [3420.533838678931, 3425.533838678931], [3426.600950216623, 3431.600950216623], [3432.8170663066667, 3437.8170663066667], [3438.150172945411, 3443.150172945411], [3444.5022999600083, 3449.5022999600083], [3450.5174202359526, 3455.5174202359526], [3455.8175262266664, 3460.8175262266664], [3461.7176442111577, 3466.7176442111577], [3467.5846785066665, 3472.5846785066665], [3472.901867846431, 3477.901867846431], [3478.6369772400003, 3483.6369772400003], [3485.018076804639, 3490.018076804639], [3490.4351851229753, 3495.4351851229753], [3496.1022984403116, 3501.1022984403116], [3502.23539184, 3507.23539184], [3507.817499380124, 3512.817499380124], [3513.868653709258, 3518.868653709258]]",0.225205939,['20220916'],B32♀,wulst,zebra finch,positive control,DJP
MM_20220916.pickle,1153,bars4_2022-09-16_15-31-32_45,"[[3057.9498036392724, 3062.9498036392724], [3063.3489115976804, 3068.3489115976804], [3068.716018916217, 3073.716018916217], [3074.19911904, 3079.19911904], [3080.2822168766247, 3085.2822168766247], [3085.7993473705255, 3090.7993473705255], [3091.1824454442444, 3096.1824454442444], [3096.466540491902, 3101.466540491902], [3101.703645226667, 3106.703645226667], [3107.149754129174, 3112.149754129174], [3112.6658644271147, 3117.6658644271147], [3118.615983403319, 3123.615983403319], [3124.0500920666664, 3129.0500920666664], [3129.9152093581283, 3134.9152093581283], [3136.2163353529295, 3141.2163353529295], [3142.1494539892024, 3147.1494539892024], [3147.8155339732057, 3152.8155339732057], [3154.0996596280743, 3159.0996596280743], [3159.749785696194, 3164.749785696194], [3165.0328966073453, 3170.0328966073453], [3170.8499945733333, 3175.8499945733333], [3176.516107878424, 3181.516107878424], [3182.950268533333, 3187.950268533333], [3189.0333581683667, 3194.0333581683667], [3195.4674689999997, 3200.4674689999997], [3201.7875798840228, 3206.7875798840228], [3207.8337007798436, 3212.8337007798436], [3213.1838077584484, 3218.1838077584484], [3219.366931393721, 3224.366931393721], [3225.117046370726, 3230.117046370726], [3230.8331808904886, 3235.8331808904886], [3236.9673166566686, 3241.9673166566686], [3242.933402639472, 3247.933402639472], [3248.8675212957405, 3253.8675212957405], [3254.200627934413, 3259.200627934413], [3260.000743911218, 3265.000743911218], [3265.2508326, 3270.2508326], [3271.0679536359394, 3276.0679536359394], [3277.0840855228957, 3282.0840855228957], [3283.2001770912484, 3288.2001770912484], [3288.567310093333, 3293.567310093333], [3294.9504094581084, 3299.9504094581084], [3301.383538092382, 3306.383538092382], [3307.7336650669868, 3312.7336650669868], [3312.98376893288, 3317.98376893288], [3318.533852502833, 3323.533852502833], [3323.7499853429313, 3328.7499853429313], [3329.5341009997996, 3334.5341009997996], [3334.9001944266665, 3339.9001944266665], [3340.3012829834033, 3345.3012829834033], [3346.3034029994, 3351.3034029994], [3351.8175132573488, 3356.8175132573488], [3357.9176352333334, 3362.9176352333334], [3363.73375154969, 3368.73375154969], [3369.3338635272944, 3374.3338635272944], [3374.6339574485105, 3379.6339574485105], [3380.619074465107, 3385.619074465107], [3386.4011809866665, 3391.4011809866665], [3392.734298120376, 3397.734298120376], [3397.9674027594483, 3402.9674027594483], [3404.017515826667, 3409.017515826667], [3409.666603379324, 3414.666603379324], [3415.3007160367924, 3420.3007160367924], [3420.533838678931, 3425.533838678931], [3426.600950216623, 3431.600950216623], [3432.8170663066667, 3437.8170663066667], [3438.150172945411, 3443.150172945411], [3444.5022999600083, 3449.5022999600083], [3450.5174202359526, 3455.5174202359526], [3455.8175262266664, 3460.8175262266664], [3461.7176442111577, 3466.7176442111577], [3467.5846785066665, 3472.5846785066665], [3472.901867846431, 3477.901867846431], [3478.6369772400003, 3483.6369772400003], [3485.018076804639, 3490.018076804639], [3490.4351851229753, 3495.4351851229753], [3496.1022984403116, 3501.1022984403116], [3502.23539184, 3507.23539184], [3507.817499380124, 3512.817499380124], [3513.868653709258, 3518.868653709258]]",0.22530198,['20220916'],B32♀,wulst,zebra finch,positive control,DJP
MM_20220916.pickle,1153,bars4_2022-09-16_15-31-32_90,"[[3057.9498036392724, 3062.9498036392724], [3063.3489115976804, 3068.3489115976804], [3068.716018916217, 3073.716018916217], [3074.19911904, 3079.19911904], [3080.2822168766247, 3085.2822168766247], [3085.7993473705255, 3090.7993473705255], [3091.1824454442444, 3096.1824454442444], [3096.466540491902, 3101.466540491902], [3101.703645226667, 3106.703645226667], [3107.149754129174, 3112.149754129174], [3112.6658644271147, 3117.6658644271147], [3118.615983403319, 3123.615983403319], [3124.0500920666664, 3129.0500920666664], [3129.9152093581283, 3134.9152093581283], [3136.2163353529295, 3141.2163353529295], [3142.1494539892024, 3147.1494539892024], [3147.8155339732057, 3152.8155339732057], [3154.0996596280743, 3159.0996596280743], [3159.749785696194, 3164.749785696194], [3165.0328966073453, 3170.0328966073453], [3170.8499945733333, 3175.8499945733333], [3176.516107878424, 3181.516107878424], [3182.950268533333, 3187.950268533333], [3189.0333581683667, 3194.0333581683667], [3195.4674689999997, 3200.4674689999997], [3201.7875798840228, 3206.7875798840228], [3207.8337007798436, 3212.8337007798436], [3213.1838077584484, 3218.1838077584484], [3219.366931393721, 3224.366931393721], [3225.117046370726, 3230.117046370726], [3230.8331808904886, 3235.8331808904886], [3236.9673166566686, 3241.9673166566686], [3242.933402639472, 3247.933402639472], [3248.8675212957405, 3253.8675212957405], [3254.200627934413, 3259.200627934413], [3260.000743911218, 3265.000743911218], [3265.2508326, 3270.2508326], [3271.0679536359394, 3276.0679536359394], [3277.0840855228957, 3282.0840855228957], [3283.2001770912484, 3288.2001770912484], [3288.567310093333, 3293.567310093333], [3294.9504094581084, 3299.9504094581084], [3301.383538092382, 3306.383538092382], [3307.7336650669868, 3312.7336650669868], [3312.98376893288, 3317.98376893288], [3318.533852502833, 3323.533852502833], [3323.7499853429313, 3328.7499853429313], [3329.5341009997996, 3334.5341009997996], [3334.9001944266665, 3339.9001944266665], [3340.3012829834033, 3345.3012829834033], [3346.3034029994, 3351.3034029994], [3351.8175132573488, 3356.8175132573488], [3357.9176352333334, 3362.9176352333334], [3363.73375154969, 3368.73375154969], [3369.3338635272944, 3374.3338635272944], [3374.6339574485105, 3379.6339574485105], [3380.619074465107, 3385.619074465107], [3386.4011809866665, 3391.4011809866665], [3392.734298120376, 3397.734298120376], [3397.9674027594483, 3402.9674027594483], [3404.017515826667, 3409.017515826667], [3409.666603379324, 3414.666603379324], [3415.3007160367924, 3420.3007160367924], [3420.533838678931, 3425.533838678931], [3426.600950216623, 3431.600950216623], [3432.8170663066667, 3437.8170663066667], [3438.150172945411, 3443.150172945411], [3444.5022999600083, 3449.5022999600083], [3450.5174202359526, 3455.5174202359526], [3455.8175262266664, 3460.8175262266664], [3461.7176442111577, 3466.7176442111577], [3467.5846785066665, 3472.5846785066665], [3472.901867846431, 3477.901867846431], [3478.6369772400003, 3483.6369772400003], [3485.018076804639, 3490.018076804639], [3490.4351851229753, 3495.4351851229753], [3496.1022984403116, 3501.1022984403116], [3502.23539184, 3507.23539184], [3507.817499380124, 3512.817499380124], [3513.868653709258, 3518.868653709258]]",0.225053622,['20220916'],B32♀,wulst,zebra finch,positive control,DJP
MM_20220916.pickle,1153,WN_2022-09-16_14-58-30,"[[2039.27006166, 2044.27006166], [2048.688233320003, 2053.688233320003], [2058.3794104379126, 2063.3794104379126], [2069.69163665267, 2074.69163665267], [2080.57385424915, 2085.57385424915], [2087.8999893866667, 2092.8999893866667], [2097.2941552689463, 2102.2941552689463], [2105.5603205558887, 2110.5603205558887], [2113.68244965007, 2118.68244965007], [2124.1796595480905, 2129.1796595480905], [2132.3688155333334, 2137.3688155333334], [2144.0530236152767, 2149.0530236152767], [2155.7702579084184, 2160.7702579084184], [2166.230433753249, 2171.230433753249], [2174.1155914217156, 2179.1155914217156], [2185.8557952399997, 2190.8557952399997], [2197.682029334133, 2202.682029334133], [2205.7751607866667, 2210.7751607866667], [2216.0443631873627, 2221.0443631873627], [2224.8105384723053, 2229.8105384723053], [2232.014649210158, 2237.014649210158], [2239.7878046390724, 2244.7878046390724], [2247.048949830034, 2252.048949830034], [2254.4000756666665, 2259.4000756666665], [2265.539286242751, 2270.539286242751]]",0.8,['20220916'],B32♀,wulst,zebra finch,positive control,DJP
MM_20220621.pickle,386,3HZ_2022-06-21_15-01-35,"[[2885.1864, 2942.1851333333334]]",3,['20220621'],Or237♀,cerebellum,zebra finch,mag,DJP
MM_20220621.pickle,386,4HZ_2022-06-21_15-03-26,"[[3006.0298333333335, 3062.781933333333]]",4,['20220621'],Or237♀,cerebellum,zebra finch,mag,DJP
MM_20220621.pickle,386,5HZ_2022-06-21_15-06-07,"[[3094.632633333333, 3123.435033333333]]",5,['20220621'],Or237♀,cerebellum,zebra finch,mag,DJP
MM_20220621.pickle,386,7HZ_2022-06-21_15-07-27,"[[3183.4771, 3292.7645333333335]]",7,['20220621'],Or237♀,cerebellum,zebra finch,mag,DJP
MM_20220421.pickle,575,mag1Hz_2022-04-21_18-06-30,"[[953.6186666666666, 1048.6028666666666]]",1,['20220421'],S37♀,cerebellum,zebra finch,mag,DJP
MM_20220421.pickle,575,mag5Hz_2022-04-21_18-12-27,"[[1273.2050666666667, 1341.0069666666666]]",5,['20220421'],S37♀,cerebellum,zebra finch,mag,DJP
MM_20220421.pickle,575,mag8Hz_2022-04-21_18-14-58,"[[1438.1341, 1482.8863666666666]]",8,['20220421'],S37♀,cerebellum,zebra finch,mag,DJP
MM_20220421.pickle,575,mag10Hz_2022-04-21_18-17-43,"[[1555.4461333333334, 1601.4475333333332]]",10,['20220421'],S37♀,cerebellum,zebra finch,mag,DJP
MM_20220421.pickle,575,mag3Hz_2022-04-21_18-19-59,"[[1642.5679333333333, 1686.5697333333333]]",3,['20220421'],S37♀,cerebellum,zebra finch,mag,DJP
MM_20220408.pickle,560,mag10hz_2022-04-08_15-26-22,"[[1403.7345666666668, 1480.3381666666667]]",10,['20220408'],V649♀,NCM,zebra finch,mag,DJP
MM_20220408.pickle,560,mag5hz_2022-04-08_15-28-47,"[[1516.1311333333333, 1570.9296666666667]]",5,['20220408'],V649♀,NCM,zebra finch,mag,DJP
MM_20220408.pickle,560,mag3hz_2022-04-08_15-31-11,"[[1610.2425, 1690.5783]]",3,['20220408'],V649♀,NCM,zebra finch,mag,DJP
MM_20220314.pickle,328,mag5hz_2022-03-14_18-15-42,"[[799.2206666666667, 849.8229666666666]]",5,['20220314'],G122♀,arcopallium,zebra finch,mag,DJP
